acc_plus_5,auc,auroc,balanced_accuracy,false_acceptance_rate,false_rejection_rate,far_at_5,frr_plus_5,known_accuracy,known_confusion_rate,mean_inference_time_ms,method,model_params,overall_accuracy,std_inference_time_ms,storage_bytes,threshold,threshold_5,unknown_rejection_accuracy,val_far,val_frr
0.06033382425135003,0.6102601609992097,0.6102601609992097,0.5053044585940766,0.04972490706319703,0.8956308296514482,0.04972490706319703,0.8956308296514482,0.06033382425135003,0.044035346097201764,22.170162200927734,MFCC+DTW (5-shot),0,0.6145383831836282,8.471594227487023,787800,0.5757798969491453,0.5757798969491453,0.950275092936803,0.04972490706319703,0.8956308296514482
0.11570937653411881,0.6592506364596964,0.6592506364596964,0.5329476250700333,0.04981412639405204,0.8000245459008346,0.04981412639405204,0.8000245459008346,0.11570937653411881,0.08426607756504663,8.45038890838623,MFCC+HMM-GMM (5-shot),8200,0.6353736457079359,0.8275913807939423,72160,-1.4861847058105986,-1.4861847058105986,0.9501858736059479,0.04981412639405204,0.8000245459008346
0.06215022091310751,0.6224002533063967,0.6224002533063967,0.5061680472595278,0.04981412639405204,0.8954835542464409,0.04981412639405204,0.8954835542464409,0.06215022091310751,0.04236622484045165,45.352983474731445,MFCC+DTW (10-shot),0,0.6151680711176961,7.947457592557475,1575600,0.5579368633196464,0.5579368633196464,0.9501858736059479,0.04981412639405204,0.8954835542464409
0.22093765341188018,0.7261207220327291,0.7261207220327291,0.5867364846985051,0.04746468401486988,0.6930289641629848,0.04746468401486988,0.6930289641629848,0.22093765341188018,0.086033382425135,6.593632698059082,MFCC+HMM-GMM (10-shot),8200,0.6765348643392908,3.626667180411566,72160,-0.2311555610680564,-0.2311555610680564,0.9525353159851301,0.04746468401486988,0.6930289641629848
